 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  30/06/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Madhya Pradesh,40.54,29.2,34.39,85.49,166.83,119.78,115.49,91.71,43.45,57.6,190.49,134.85,119.1,112.15,133.82,110.76,48.25,251.55,19.43,32.39,36.68,52.39
Maharashtra,53.47,39.16,43.05,92.32,179.26,136.21,127.05,96.37,43.32,60,183,159.94,129.68,112.42,122.58,102.75,55.74,302.95,23.68,41.11,39.74,62.21
Meghalaya,44.33,37.33,35,92.67,165,127.67,121,92.67,48,74, ,131.5,130,124,210, ,75,330,30,36,46,58.5
Mizoram,50,37.5,52.5,98, , ,120,107.5,50,77.5, ,185,220,140, , ,137.5,520,27.5,50,65,66.5
Odisha,39.2,36.33,40.8,85.6,167.3,126.9,112.6,83.3,45.7,52.6,169.33,140.2,110.67,125.75,114.2,93.8,51.7,289.43,26.8,33.1,38.5,63.3
Puducherry,65,45,40,93,182,140,125,92,46,48,203,146,142, ,110,101,48,298,26,50,47,41
Punjab,39.17,25.5,30.92,91.17,161,126.83,116.83,97.58,44.67,61.64,199.36,129.58,123.42,116.58,132,101.33,53.83,285.83,26.08,31.33,45,34.33
Rajasthan,41.86,29.14,31.43,73.14,140.71,111.86,105,87.29,41.29,55.29,169.14,141.57,122.14,132.14,149.83,111,42.14,299.29,21.14,26,39.14,42
Sikkim,57,34,40.5,80,127.5,132.5,119,105,47.5,62.5, ,185,140.5,167,200, ,58,381.5,19,35,60,47.5
Tamil Nadu,61.16,44.76,55.11,94.89,182.37,145.84,125,96.19,44.26,46.95,203.21,179.33,130.05, ,112.95,93.42,57.16,299.58,24.63,47.79,46.11,52.95
Telangana,49.67,40.67,49,80.33,163,133.33,115.67,94,39.67,60,157.67,155.33,106.67,104,111,97,54.33,290,19.33,29,44,60
Uttar Pradesh,38.97,26.51,32.85,85.37,161.39,122.74,115.13,94.03,44.08,62.7,190.93,140.1,127.29,129.44,152.3,110.74,50.32,236.13,26.69,29.47,39.82,41.82
West Bengal,41.64,29,38.36,81.09,158.64,118.18,123.45,105.36,45.45,54.82,195.25,131.91,110.18,114.09,129.27,101.64,53,258.18,19.73,29.55,40.36,61.36
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

