 Department of Consumer Affairs&nbsp( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  05/01/2024 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Rajasthan,40.59,29.24,32.62,73.48,120.69,106.72,100.69,89.24,41.93,52.27,186.5,153.66,124.78,139.19,160.74,131,43.68,302.32,21.32,22,42.07,35.14
Sikkim,56,36,42.5,81.25,131.75,132,124.5,105,48.25,63, ,186,140.25,164.67,191.75, ,56.5,447.5,18.75,34,53.25,45.75
Tamil Nadu,60.03,44.69,53,86.88,170.38,144.85,123.15,94.73,43.24,46.24,206.65,179.52,124.65, ,113,88.47,55.29,308.13,24.26,35.35,36.15,32
Telangana,51.7,41.7,45.2,75.7,161.4,123.3,114,90.1,41.3,64.6,174.9,168,118.4,146,117.1,97.4,55.3,303.9,19.8,27.5,39.1,28.9
Tripura,38.33, ,40.33,86,136,128.5,111,105,48,69.67, ,132.67,137.5,116,149.33,100.33,72.67,238.67,10.67,22.33,40,46.33
Uttar Pradesh,37.52,26.65,33.04,78.8,147.61,115.43,110.8,94.07,43.81,62.36,191.55,140.87,129.39,131.8,157.77,111.3,47.49,244.05,26.92,16.16,37.57,28.6
Uttarakhand,36.5,28.25,34.5,88,133,109.5,108.75,97.75,43.5,62,156.25,137.25,134,132,145.5,115.5,51.75,264.25,28.75,15.25,34.25,28
West Bengal,44,29.11,38.09,80.55,151.27,118.81,128.05,107.14,45.82,54.91,195.36,129.55,112.05,112.86,125.32,98.14,50.82,268.41,22.05,19.73,41.68,39.86
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023 ,NR -&gt Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,

